Agi	Deals light Fire damage to 1 foe.
Agilao	Deals medium Fire damage to 1 foe.
Agidyne	Deals heavy Fire damage to 1 foe.
Maragi	Deals light Fire damage to all foes.
Maragion	Deals medium Fire damage to all foes.
Maragidyne	Deals heavy Fire damage to all foes.
Maralagidyne	Deals severe Fire damage to all foes.
0x008	008
Ragnarok	Deals severe Fire damage to 1 foe.
Garu	Deals light Wind damage to 1 foe.
Garula	Deals medium Wind damage to 1 foe.
Garudyne	Deals heavy Wind damage to 1 foe.
Magaru	Deals light Wind damage to all foes.
Magarula	Deals medium Wind damage to all foes.
Magarudyne	Deals heavy Wind damage to all foes.
0x010	010
0x011	011
Panta Rhei	Deals severe Wind damage to 1 foe.
Bufu	Deals light Ice damage /Freezes 1 foe.
Bufula	Deals medium Ice damage /Freezes 1 foe.
Bufudyne	Deals heavy Ice damage /Freezes 1 foe.
Mabufu	Deals light Ice damage /Freezes all foes.
Mabufula	Deals medium Ice dmg /Freezes all foes.
Mabufudyne	Deals heavy Ice damage /Freezes all foes.
0x019	019
0x01A	01A
Niflheim	Deals severe Ice dmg /Freezes 1 foe.
Zio	Deals light Elec damage/Shocks 1 foe.
Zionga	Deals medium Elec damage/Shocks 1 foe.
Ziodyne	Deals heavy Elec damage/Shocks 1 foe.
Mazio	Deals light Elec dmg/ Shocks all foes.
Mazionga	Deals medium Elec dmg/Shocks all foes.
Maziodyne	Deals heavy Elec dmg/ Shocks all foes.
0x022	022
0x023	023
Thunder Reign	Deals severe Elec damage/Shocks 1 foe.
Megido	Deals medium Almighty damage to all foes.
Megidola	Deals heavy Almighty damage to all foes.
Megidolaon	Deals severe Almighty damage to all foes.
Last Resort	Deals Almighty dmg (50% of HP) to all, but...
0x029	029
0x02A	02A
Black Viper	Deals massive Almighty damage to 1 foe.
Morning Star	Deals massive Almighty damage to all foes.
Hama	Light: chance of instant kill, 1 foe.
Mahama	Light: chance of instant kill, all foes.
Hamaon	Light: instant kill, 1 foe (high odds).
Mahamaon	Light: instant kill, all foes (high odds).
0x031	031
Samsara	Light: instant kill, all foes (very high).
Mudo	Darkness: chance of instant kill, 1 foe.
Mamudo	Darkness: chance of instant kill, all foes.
Mudoon	Darkness: instant kill, 1 foe (high odds).
Mamudoon	Darkness: instant kill, all foes (high odds).
0x037	037
Die for Me!	Darkness: instant kill, all foes (very high).
Marin Karin	Charms 1 foe.
Sexy Dance	Charms all foes.
Bewilder	Distresses 1 foe.
Eerie Sound	Distresses all foes.
Pulinpa	Makes 1 foe Panic.
Tentarafoo	Makes all foes Panic.
Evil Touch	Instills Fear in 1 foe.
Evil Smile	Instills Fear in all foes.
