en
BLANK
BLANK
BLANK
BLANK
BLANK
Maya Powder
Maya Jewel
Basalt Rock
Basalt Jewel
Table Wood
Table Jewel
Hablerie Shell
Hablerie Jewel
Balance Chain
Balance Stone
Scripture Page
Scripture Jewel
Fuzz Cuffs
Fuzz Jewel
King Mustache
King Jewel
Statue Hinges
Statue Jewel
Tower Ornament
Tower Jewel
Gigas Tights
Gigas Jewel
Gorgeous Crown
BLANK
Scarlet Metal
BLANK
BLANK
K Symbol
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Beast Fur
Beast Crystal
Lady Branch
Lady Crystal
Maya Goop
Maya Crystal
Cupid Arrow
Cupid Crystal
BLANK
Basalt Ore
Basalt Crystal
Eagle Feather
Eagle Crystal
Snake Scale
Snake Crystal
Papillon Scales
Papillon Crystal
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Pesce Scale
Pesce Crystal
Bambino Leaf
Bambino Crystal
Rainy Drop
Rainy Crystal
Balance Plate
Balance Crystal
Raven Feather
Raven Crystal
Gene Fibers
Gene Crystal
Bull Horn
Bull Crystal
Beetle Sap
Beetle Crystal
Fine Horn
Maya Grease
Maya Core
Wheel Gear
Wheel Core
Drive Screw
Drive Core
Phantom Cloth
Phantom Core
Sand Glass
Sand Core
Tower Crown
Tower Core
Turret Plate
Turret Core
Dice Shard
Black Dice Core
Statue Needle
Statue Core
Castle Leg
Castle Core
Sigil Mask
Sigil Core
Gene Spireme
Gene Core
Sword Pommel
Sword Core
Cyclops Eye
Cyclops Core
Panzer Turret
Panzer Core
Gigas Mask
Gigas Core
Dice Plate
White Dice Core
Machine Metal
Machine Core
Grandiose Armor
Table Steel
Table Gem
Cursed Pot Bit
Cursed Pot Gem
Twins Rod
Twins Gem
Okina Cup
Okina Gem
Balance Rod
Balance Gem
Maya Honey
Maya Gem
Hablerie Uvula
Hablerie Gem
Book Cover
Book Gem
Idol Crystal Ball
Idol Gem
Eagle Gizzard
Eagle Gem
Snake Pit Organ
Snake Gem
Papillon Feeler
Papillon Gem
Bull Cloth
Bull Gem
Lexy Button
Lexy Gem
Magus Chalice
Magus Gem
Mother Perfume
Mother Gem
Knight Reins
Knight Gem
Dancer Balloon
Dancer Gem
Rainy Rivulet
Rainy Gem
Seeker Eye
Seeker Gem
Fiery Eye
Pesce Air Sac
Pesce Cache
Statue Gold Foil
Statue Cache
Fuzz Pocketbook
Fuzz Cache
Maya Mercury
Maya Cache
Raven Balefire
Raven Cache
Wheel Axle
Wheel Cache
Basalt Diamond
Basalt Cache
Tower Pillar
Tower Cache
Lady Pipe
Lady Cache
Balance Halo
Balance Cache
Cyclops Tear
Cyclops Cache
Idol Veil
Idol Cache
Bambino Flower
Bambino Cache
Cupid Wing
Cupid Cache
Phantom Script
Phantom Cache
Dice Repdigit
Dice Cache
Gene DNA
Gene Cache
Mother Quilting
Mother Cache
Castle Bell
Castle Cache
Sword Rune
Sword Cache
Giant Right Arm
Giant Cache
Jotun Rocker
Jotun Cache
King Whisker
Camo Scale
Paradise Plan
Cracked Mask
King Treasure
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Mysterious Plan
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Dangerous Book
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Fine Comb
High-tech Pack
Colorful Nail
Luxury Lashes
5-Inch Disk
8-Inch Disk
Book of Greats
Book of Friends
Book of All
Black Tangle
White Triangle
Holy Shard
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Teddy Bear
Kaleidoscope
Clay Figurine
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Craggy Boulder
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
Futuristic Gizmo
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
BLANK
