en	included
0x000	0
Skadi	1
Parvati	1
Pallas Athena	1
Laksmi	1
Alilat	1
Scathach	1
Sati	1
Sarasvati	1
Thor	1
Narasimha	1
Beiji-Weng	1
Mada	1
Mithra	1
Surt	1
Hanuman	1
Ganesha	1
Arahabaki	1
Atavaka	1
Ares	1
Pazuzu	1
Throne	1
Nandi	1
Hresvelgr	1
Phoenix	1
Gurr	1
Horus	1
Power	1
Macha	1
Archangel	1
Anzu	1
Principality	1
Orobas	1
Andras	1
Samael	1
Gorgon	1
Tan-Ki	1
Nidhoggr	1
Naga	1
Cockatrice	1
Mizuchi	1
Lamia	1
Tarrasque	1
Nyx	1
Lilith	1
Flauros	1
Black Ooze	1
Mot	1
Loa	1
Efreet	1
Ose	1
Baphomet	1
Berith	1
Setanta	1
Eligor	1
Dis	1
Onkot	1
Troll	1
Kaiwan	1
Blob	1
Hua Po	1
Barong	1
Orthrus	1
Chimera	1
Tao Tie	1
Apis	1
Raiju	1
Rakshasa	1
Taown	1
Gdon	1
Thoth	1
Nue	1
Nekomata	1
Pabilsag	1
Empusa	1
Kelpie	1
Zhen	1
Alp	1
Girimehkala	1
Rangda	1
Ikusa	1
Legion	1
Chatterskull	1
Shiki-Ouji	1
Specter	1
Turdak	1
Purski	1
Taraka	1
Titan	1
Yaksini	1
Gyu-Ki	1
Hecatoncheires	1
Shikome	1
Ghoul	1
Shadow	1
Vetala	1
Bugaboo	1
Karma Soldier	1
Karma Soldier	1
Omoikane	1
Saki Mitama	1
Kusi Mitama	1
Nigi Mitama	1
Ara Mitama	1
Pisaca	1
Omoikane	1
Omoikane	1
Omoikane	1
Girimehkala	1
Karma Soldier	1
Karma Soldier	1
Karma Soldier	1
Karma Soldier	1
Cu Chulainn	1
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
(Reserve)	0
(Reserve)	0
(Reserve)	0
(Reserve)	0
(Reserve)	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Zhen	1
Macha	1
Hua Po	1
Kelpie	1
Loa	1
Kaiwan	1
Gurr	1
Hresvelgr	1
Rangda	1
Arahabaki	1
Alilat	1
Baphomet	1
Samael	1
Legion	1
Gyu-Ki	1
Hecatoncheires	1
Beelzebub	1
Ara Mitama	1
Omoikane	1
Power	1
Dyaus	1
0x0B5	0
0x0B6	0
0x0B7	0
0x0B8	0
0x0B9	0
0x0BA	0
0x0BB	0
0x0BC	0
0x0BD	0
0x0BE	0
0x0BF	0
0x0C0	0
0x0C1	0
0x0C2	0
0x0C3	0
0x0C4	0
0x0C5	0
0x0C6	0
0x0C7	0
0x0C8	0
0x0C9	0
0x0CA	0
0x0CB	0
0x0CC	0
0x0CD	0
0x0CE	0
0x0CF	0
0x0D0	0
0x0D1	0
0x0D2	0
0x0D3	0
0x0D4	0
0x0D5	0
0x0D6	0
0x0D7	0
0x0D8	0
0x0D9	0
0x0DA	0
0x0DB	0
0x0DC	0
0x0DD	0
0x0DE	0
0x0DF	0
0x0E0	0
0x0E1	0
0x0E2	0
0x0E3	0
0x0E4	0
0x0E5	0
0x0E6	0
0x0E7	0
0x0E8	0
0x0E9	0
0x0EA	0
0x0EB	0
0x0EC	0
0x0ED	0
0x0EE	0
0x0EF	0
0x0F0	0
0x0F1	0
0x0F2	0
0x0F3	0
0x0F4	0
0x0F5	0
0x0F6	0
0x0F7	0
0x0F8	0
0x0F9	0
0x0FA	0
0x0FB	0
0x0FC	0
0x0FD	0
0x0FE	0
0x0FF	0
0x100	0
Vetala	1
Hecatoncheires	1
Kumbhanda	1
Ganga	1
Cu Sith	1
Ubelluris	1
Agni	1
Abaddon	1
20mm Machinegun	1
20mm Machinegun	1
Battlefield	1
Kingu	1
Raja Naga	1
Real Varna	1
Fake Varna	1
Vritra	1
Tentacle	1
Tentacle	1
Kali	1
Dakini	1
Chernobog	1
Kartikeya	1
Hayagriva	1
Camazotz	1
Rahu	1
Ravana	1
Meganada	1
Meganada	1
Brahman One	1
Brahman Two	1
Brahman Three	1
Brahman Four	1
Brahman Final	1
Michael	1
Gabriel	1
Raphael	1
Uriel	1
Seth	1
Satan	1
Shiva	1
Vishnu	1
Shadow Varna	1
Shadow Varnani	1
Shadow Vayu	1
Shadow Dyaus	1
Rahu (Body)	1
Rahu (Head)	1
Hunt Demon	1
Laser Cannon	1
Laser Cannon	1
Reserve	0
20mm Machinegun	1
Laser Cannon	1
Gate Core	1
Kumbhanda	1
Ganga	1
Cu Sith	1
Ubelluris	1
Andras	1
Gdon	1
Naga	1
Naga	1
Bugaboo	1
Kumbhanda	1
Kumbhanda	1
Andras	1
Karma Soldier	1
Jack Frost	1
Tarrasque	1
Ghoul	1
Pyro Jack	1
Karma Soldier	1
Pabilsag	1
Jack Frost	1
Tribhvana:Heaven	1
Tribhvana:Air	1
Tribhvana:Earth	1
Karma Soldier	1
Sati	1
Hanuman	1
Flauros	1
Karma Soldier	1
Karma Soldier	1
0x154	0
0x155	0
0x156	0
0x157	0
0x158	0
0x159	0
0x15A	0
0x15B	0
0x15C	0
0x15D	0
0x15E	0
0x15F	0
0x160	0
0x161	0
0x162	0
0x163	0
0x164	0
0x165	0
0x166	0
0x167	0
0x168	0
0x169	0
0x16A	0
0x16B	0
0x16C	0
0x16D	0
0x16E	0
0x16F	0
0x170	0
0x171	0
0x172	0
0x173	0
0x174	0
0x175	0
0x176	0
0x177	0
0x178	0
0x179	0
0x17A	0
0x17B	0
0x17C	0
0x17D	0
0x17E	0
0x17F	0
