itemID	itemNum
0	0
16453	1
16422	1
16412	3
16422	1
1	1
16387	1
16422	2
16454	1
20533	1
32789	1
1	1
1	1
1	1
1	1
1	1
1	1
16454	1
1	1
1	1
16392	3
16423	1
16387	1
16388	1
20534	1
28702	1
99	1
32794	1
16392	2
16560	2
16556	2
1	1
1	1
16392	2
1	1
1	1
1	1
1	1
1	1
1	1
16392	1
4144	1
16425	1
20535	1
28915	1
32803	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16484	1
16417	3
16454	1
16388	1
20536	1
32808	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16547	1
16548	1
16454	1
1	1
1	1
1	1
1	1
4147	1
16492	1
16424	1
20537	1
32813	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16417	2
28983	1
16485	1
16547	2
16424	1
20538	1
32832	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16454	1
16488	1
16492	1
16423	2
16388	1
20539	1
32854	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16452	2
16424	1
16497	1
16388	1
20540	1
32825	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16388	1
16489	1
16424	1
4132	1
20541	1
32829	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
8234	1
16547	2
16485	1
16424	1
16388	1
16493	1
16388	1
16425	1
16388	1
32838	1
16424	2
16425	1
8232	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
20610	1
20611	1
20612	1
20613	1
20614	1
20615	1
20616	1
12434	1
1	1
1	1
20620	1
20621	1
20622	1
20623	1
20624	1
20625	1
20626	1
20627	1
1	1
1	1
16547	2
168	1
111	1
214	1
67	1
227	1
12402	1
4140	1
4141	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
32848	1
16422	1
32795	1
32834	1
32801	1
32809	1
32824	1
32814	1
290	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
20542	1
20543	1
20544	1
20545	1
20546	1
20547	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
113	1
4146	1
1	1
1	1
1	1
192	1
8244	1
1	1
1	1
1	1
328	1
235	1
4129	1
4152	1
12399	1
171	1
4118	1
134	1
4151	1
1	1
66	1
221	1
338	1
4153	1
4132	1
8227	1
100	1
159	1
190	1
8257	1
12387	1
12560	1
12559	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16774	1
16775	1
16776	1
16777	1
16778	1
16779	1
16780	1
16781	1
16782	1
16783	1
16784	1
16785	1
16786	1
16787	1
16788	1
16789	1
16764	1
16765	1
16766	1
16767	1
16768	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16453	1
16422	1
16385	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16483	1
16484	1
16485	1
16486	1
16487	1
16488	1
16489	1
16490	1
16491	1
16492	1
16493	1
16494	1
16495	1
16496	1
16497	1
16498	1
16412	1
16442	1
16453	1
16412	2
16412	3
16412	4
16412	5
16442	2
16442	3
16442	4
16442	5
16453	2
16453	3
16453	4
16453	5
1	1
1	1
1	2
1	3
16385	1
16386	1
16386	2
16386	3
16387	1
16388	1
16416	1
16392	1
16389	1
16390	1
16391	1
16416	2
16418	1
16417	1
16472	1
1	1
1	1
1	1
1	1
1	1
16422	1
16422	2
16422	3
16423	1
16423	2
16423	3
16424	1
16425	1
1	1
1	1
1	1
1	5
1	5
1	5
1	5
1	1
1	1
1	1
1	1
1	1
16454	1
16447	1
16448	1
16449	1
16457	1
16458	1
16459	1
16450	1
16451	1
16455	1
16462	1
16463	1
16452	1
16450	2
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
16548	1
16547	1
16554	1
16556	1
16558	1
16560	1
16623	1
16625	1
16553	1
16555	1
16557	1
16559	1
16622	1
16624	1
16561	1
16562	1
16563	1
16564	1
16565	1
16565	2
16565	3
16566	1
16566	2
16566	3
16567	1
16567	2
16567	3
16568	1
16569	1
16570	1
16571	1
16626	1
16627	1
16551	1
16550	1
16549	1
16554	2
16556	2
16558	2
16560	2
16623	2
16625	2
16553	2
16555	2
16557	2
16559	2
16622	2
16624	2
16561	2
16562	2
16554	3
16556	3
16558	3
16560	3
16623	3
16625	3
16553	3
16555	3
16557	3
16559	3
16622	3
16624	3
16561	3
16562	3
16628	1
16629	1
16546	1
16630	1
16631	1
16632	1
24649	1
24649	2
24649	3
24637	1
24637	2
24637	3
24645	1
24645	2
24645	3
24640	1
24640	2
24640	3
24651	1
24651	2
24652	1
24652	2
24653	1
24653	2
24646	1
24646	2
24646	3
24639	1
