Captain Kidd	1
Zorro	1
Carmen	1
Goemon	1
Johanna	1
Milady	1
Necronomicon	1
Robin Hood	1
Loki	0
Satanael	0
Seiten Taisei	0
Mercurius	0
Hecate	0
Kamu Susano-o	0
Anat	0
Astarte	0
Prometheus	0
Loki	0
Arsene	0
Captain Kidd	0
Zorro	0
Carmen	0
Goemon	0
Johanna	0
Milady	0
Necronomicon	0
Robin Hood	0
???	0
Lucifer	0
Seiten Taisei	0
Mercurius	0
Hecate	0
Kamu Susano-o	0
Anat	0
Astarte	0
Prometheus	0
Loki	0
Loki	2
Cendrillon	2
Vanadis	0
William	0
Diego	0
Celestine	0
Gorokichi	0
Agnes	0
Lucy	0
Al Azif	0
Hereward	0
Ella	0
