???	0
???	0
???	0
???	0
???	0
Ancient of Days	2
???	0
Sanat	2
???	0
???	0
Michael	2
Seraph	1
Gabriel	2
Metatron	1
Raphael	2
Mastema	1
Aniel	1
Sraosha	1
Uriel	2
Azrael	1
Kazfiel	1
???	0
Israfel	1
Victor	1
Lailah	1
???	0
???	0
???	0
???	0
???	0
Lakshmi	1
Norn	1
Anat	1
Tlazolteotl	1
Pallas Athena	1
Ishtar	1
Scathach	1
???	0
Parvati	1
Fortuna	1
Hathor	1
Brigid	1
Izanami	1
???	0
???	0
???	0
Garuda	1
Yatagarasu	1
Feng Huang	1
Thunderbird	1
Vidofnir	1
Phoenix	1
Suparna	1
Hamsa	1
???	0
???	0
???	0
???	0
???	0
Yggdrasil	1
Haoma	1
Kukunochi	1
Mayahuel	1
Narcissus	1
Daphne	1
???	0
???	0
???	0
???	0
???	0
Cherub	1
Throne	1
Dominion	1
Virtue	1
Power	1
Principality	1
Archangel	1
Angel	1
???	0
???	0
???	0
???	0
???	0
???	0
Da Peng	1
Rukh	1
???	0
???	0
Tuofei	1
Caladrius	1
Gu Huo Niao	1
Harpy	1
Tangata Manu	1
???	0
???	0
???	0
???	0
???	0
Ganesha	1
Master Therion	1
Xiuhtecuhtli	1
Valkyrie	1
Shiwanna	1
Dis	1
Karasu Tengu	1
Koppa Tengu	1
Agathion	1
Vodyanik	1
Centaur	1
???	0
???	0
???	0
???	0
Peri	1
Sarasvati	1
???	0
Senri	1
Apsaras	1
Kikuri-Hime	1
???	0
???	0
???	0
???	0
Demiurge	1
Seth	1
Pales	1
Alciel	1
Taotie	1
Pachacamac	1
???	0
Mishaguji	1
Baphomet	1
Yaso Magatsuhi	1
???	0
???	0
???	0
???	0
Hresvelgr	1
Huoniao	1
Anzu	1
Gurr	1
Zhen	1
Itsumade	1
Moh Shuvuu	1
Camazotz	1
Fuxi	1
???	0
???	0
???	0
???	0
???	0
Erlkonig	1
Alraune	1
Zaccoum	1
Skogsra	1
Mandrake	1
Shan Xiao	1
???	0
???	0
???	0
???	0
???	0
???	0
Vishnu	1
Hachiman	1
Apsu	1
Baal	1
Odin	1
Ometeotl	1
Lord Nandou	1
Prometheus	1
Inti	1
Thoth	1
???	0
Mahamayuri	1
Osiris	1
???	0
???	0
???	0
Amaterasu	1
Take-Mikazuchi	1
Omoikane	1
???	0
Ame no Uzume	1
???	0
???	0
???	0
???	0
???	0
Barong	1
Anubis	1
Ukano Mitama	1
Chimera	1
Kaiming Shou	1
Makami	1
Kamapua'a	1
Shiisaa	1
???	0
???	0
???	0
???	0
???	0
Sphinx	1
Sleipnir	1
Baihu	1
Airavata	1
???	0
Qing Niugai	1
Pabilsag	1
Apis	1
Heqet	1
???	0
???	0
???	0
???	0
???	0
Heimdall	1
Hanuman	1
Jarilo	1
Kresnik	1
Cu Chulainn	1
Kurama Tengu	1
Tlaloc	1
Frost Ace	1
Nata Taishi	1
Tam Lin	1
Ictinike	1
Baldur	1
???	0
???	0
???	0
???	0
Demonee-Ho	1
Titania	1
Oberon	1
Vivian	1
Spriggan	1
Nadja	1
Lorelei	1
Kelpie	1
Silky	1
High Pixie	1
Setanta	1
Pyro Jack	1
Jack Frost	1
Goblin	1
???	0
Pixie	1
Napaea	1
Oread	2
???	0
???	0
???	0
Cerberus	1
Ammut	1
Orthrus	1
Dormarth	1
Hsing-Hsing	1
Nekomata	1
???	0
Inugami	1
Kabuso	1
Kaso	1
Stonka	1
Gryphon	1
Hairy Jack	1
Minotaur	1
Asterius	2
???	0
???	0
Gogmagog	1
Tlaltecuhtli	1
Titan	1
Tsuchigumo	1
Kwancha	1
Sudama	1
Hua Po	1
Knocker	1
Dwarf	1
Kuebiko	1
???	0
???	0
???	0
???	0
Ananta	1
Pendragon	1
Orochi	1
Ouroboros	1
Gui Xian	1
Yurlungur	1
Vouivre	1
Nozuchi	1
Naga	1
???	0
???	0
???	0
???	0
???	0
Mot	1
Nergal	1
Guedhe	1
Persephone	1
Orcus	1
Hel	1
Ixtab	1
Cernunnos	1
???	0
???	0
???	0
Fenrir	1
Taowu	1
Cabracan	1
Catoblepas	1
Manticore	1
Porewit	1
Peallaidh	1
Nue	1
Raijuu	1
Jueyuan	1
Chagrin	1
???	0
???	0
???	0
???	0
???	0
Hekatoncheires	1
Girimehkala	1
Grendel	1
???	0
Rakshasa	1
