Cowardly Maya	1
blank	0
blank	0
blank	0
Magic Hand	1
Dancing Hand	1
Killing Hand	1
Almighty Hand	1
Laughing Table	1
Crying Table	1
Angry Table	1
Sleeping Table	2
Magical Magus	1
Wondrous Magus	1
Prime Magus	1
Grand Magus	1
Merciful Maya	1
blank	0
blank	0
blank	0
Muttering Tiara	1
Grieving Tiara	1
Writhing Tiara	1
Shouting Tiara	1
Spurious Book	1
Maniacal Book	1
Silent Book	1
Wrathful Book	1
Tranquil Idol	1
Liberating Idol	1
Ruinous Idol	1
Vehement Idol	1
Frivolous Maya	1
blank	0
blank	0
blank	0
Venus Eagle	1
Dark Eagle	1
Jupiter Eagle	1
Eternal Eagle	1
Creation Relic	1
Constancy Relic	1
Growth Relic	1
Change Relic	2
Elegant Mother	1
Regal Mother	1
Pistil Mother	1
Divine Mother	1
Haughty Maya	1
blank	0
blank	0
blank	0
Grave Beetle	1
Adamant Beetle	1
Golden Beetle	1
Emperor Beetle	1
Avenger Knight	1
Champion Knight	1
Hell Knight	1
Intrepid Knight	2
Solid Castle	1
Power Castle	1
Death Castle	1
King Castle	1
Indolent Maya	1
blank	0
blank	0
blank	0
Trance Twins	1
Killer Twins	1
Death Twins	1
Crazy Twins	1
Corrupt Tower	0
Dogmatic Tower	1
Apostate Tower	1
Fanatic Tower	2
Blue Sigil	1
Red Sigil	1
Green Sigil	1
White Sigil	1
Insidious Maya	1
blank	0
blank	0
blank	0
Obsessed Cupid	1
Jealous Cupid	1
Devoted Cupid	1
Gracious Cupid	1
Lustful Snake	1
Immoral Snake	1
Carnal Snake	1
Amorous Snake	1
Soul Dancer	1
Ardent Dancer	1
Royal Dancer	1
Natural Dancer	2
Ill-fated Maya	1
blank	0
blank	0
blank	0
Bestial Wheel	1
Mach Wheel	1
Brave Wheel	1
Battle Wheel	1
Wild Drive	1
Killer Drive	1
Slaughter Drive	1
Rampage Drive	2
Arcane Turret	1
Scarlet Turret	1
Wicked Turret	1
Hallowed Turret	1
Visceral Maya	1
blank	0
blank	0
blank	0
Hakurou Musha	1
Kaiden Musha	1
Onnen Musha	1
Tenjin Musha	1
Daring Gigas	1
Steel Gigas	1
Furious Gigas	1
Mythical Gigas	2
Wild Beast	1
Enslaved Beast	1
Mighty Beast	1
Nemean Beast	1
Desirous Maya	1
blank	0
blank	0
blank	0
Black Raven	1
Vicious Raven	1
Ice Raven	1
Amenti Raven	1
Phantom Mage	1
Phantom Master	1
Phantom Lord	1
Phantom King	2
Death Seeker	1
Fate Seeker	1
Noble Seeker	1
Acheron Seeker	1
Imprudent Maya	1
blank	0
blank	0
blank	0
Bronze Dice	1
Iron Dice	1
Silver Dice	1
Platinum Dice	1
Mind Dice	1
Curse Dice	1
Death Dice	1
Reckoning Dice	2
Flowing Sand	1
Perpetual Sand	1
Infinite Sand	1
Eternal Sand	1
Bigoted Maya	1
blank	0
blank	0
blank	0
Justice Sword	1
Conviction Sword	1
Judgement Sword	1
Doom Sword	1
Heat Balance	1
Sky Balance	1
World Balance	2
Light Balance	1
Order Giant	1
Stasis Giant	1
Harmony Giant	1
Void Giant	1
Devious Maya	1
blank	0
blank	0
blank	0
Minotaur IV	1
Minotaur III	1
Minotaur II	1
Minotaur I	1
Jotun of Power	1
Jotun of Blood	1
Jotun of Evil	1
Jotun of Grief	2
Mighty Cyclops	1
Mad Cyclops	1
Fierce Cyclops	1
Chaos Cyclops	1
The Reaper	0
Reserve	0
Reserve	0
Reserve	0
Wealth Hand	1
Treasure Hand	1
Supreme Hand	1
Opulent Hand	1
Luxury Hand	1
Glorious Hand	1
Strength Guardian	0
Power Guardian	0
Might Guardian	0
Endurance Guardian	0
Stamina Guardian	0
Fortitude Guardian	0
0D1	0
Reserve	0
Muttering Tiara	0
Muttering Tiara	0
Statue	0
Statue	0
Statue	0
Devious Maya	0
Devious Maya	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Cowardly Maya	0
Cowardly Maya	0
0E2	0
0E3	0
0E4	0
0E5	0
0E6	0
0E7	0
0E8	0
Metis	0
???	0
Akihiko	0
Ken	0
Junpei	0
Koromaru	0
Yukari	0
Mitsuru	0
Erebus	0
0F2	0
Priestess	0
Empress	0
Emperor	0
Hierophant	0
Lovers	0
Chariot	0
Justice	0
Hermit	0
Fortune	0
Strength	0
Hanged Man	0
???	0
0FF	0
Priestess	0
Empress	0
Emperor	0
Hierophant	0
Lovers	0
Chariot	0
Justice	0
Hermit	0
Chidori	0
Fortune	0
Strength	0
Takaya	0
Jin	0
Hanged Man	0
10E	0
Jin	0
Takaya	0
Nyx Avatar	0
Nyx	0
Muttering Tiara	0
