Orpheus	1
Susano-o	1
Flauros	1
Loki	1
Nekomata	1
Pyro Jack	1
Jack Frost	1
Scathach	1
Rangda	1
Nata Taishi	1
Cu Chulainn	1
Ose	1
Kusi Mitama	1
Apsaras	1
Laksmi	1
Parvati	1
Kikuri-Hime	1
Sati	1
Sarasvati	1
Unicorn	1
Cybele	1
Skadi	1
Hariti	1
Kali	1
Ganga	1
Taraka	1
Lamia	1
Odin	1
King Frost	1
Oukuninushi	1
Kingu	1
Naga Raja	1
Forneus	1
Kohryu	1
Mithra	1
Daisoujou	1
Ananta	1
Omoikane	1
Principality	1
Raphael	1
Titania	1
Oberon	1
Narcissus	1
Queen Mab	1
Leanan Sidhe	1
Pixie	1
Uriel	1
Surt	1
Throne	1
Ares	1
Titan	1
Chimera	1
Ara Mitama	1
Valkyrie	1
Melchizedek	1
Dominion	1
Siegfried	1
Virtue	1
Power	1
Archangel	1
Angel	1
Alilat	1
Arahabaki	1
Nebiros	1
Decarabia	1
Kurama Tengu	1
Yomotsu Shikome	1
Naga	1
Norn	1
Atropos	1
Orobas	1
Lachesis	1
Saki Mitama	1
Eligor	1
Clotho	1
Fortuna	1
Thor	1
Bishamonten	1
Take-Mikazuchi	1
Jikokuten	1
Hanuman	1
Koumokuten	1
Zouchouten	1
Attis	1
Vasuki	1
Orthrus	1
Take-Minakata	1
Ubelluris	1
Inugami	1
Thanatos	1
Alice	1
Seth	1
Mot	1
Samael	1
Vetala	1
Loa	1
Pale Rider	1
Michael	1
Byakko	1
Suzaku	1
Seiryuu	1
Nigi Mitama	1
Genbu	1
Beelzebub	1
Mother Harlot	1
Abaddon	1
Lilith	1
Incubus	1
Succubus	1
Lilim	1
Chi You	1
Shiva	1
Masakado	1
Seiten Taisei	1
Yamatano-Orochi	1
Oumitsunu	1
Lucifer	1
Sandalphon	1
Black Frost	1
Garuda	1
Kaiwan	1
Ganesha	1
Nandi	1
Chernobog	1
Dionysus	1
Narasimha	1
Girimehkala	1
Gurr	1
Legion	1
Berith	1
Saturnus	1
Vishnu	1
Barong	1
Jatayu	1
Horus	1
Quetzalcoatl	1
Yatagarasu	1
Messiah	1
Asura	1
Metatron	1
Satan	1
Gabriel	1
Hokuto Seikun	1
Trumpeter	1
Anubis	1
Slime	0
Hua Po	0
High Pixie	0
Yaksini	0
Shiisaa	0
Thoth	0
Alp	0
Mothman	0
Kumbhanda	0
Empusa	0
Rakshasa	0
Hecatoncheires	0
Hell Biker	0
Ghoul	0
Yurlungur	0
Pazuzu	0
Mara	0
Kartikeya	0
Baal Zebul	0
Suparna	0
Lucifer	0
Nidhoggr	0
Atavaka	0
Orpheus Telos	0
Mokoi	0
Neko Shogun	0
Setanta	0
Tam Lin	0
Orpheus	0
0AF	0
0B0	0
0B1	0
0B2	0
0B3	0
0B4	0
0B5	0
0B6	0
0B7	0
0B8	0
0B9	0
0BA	0
0BB	0
0BC	0
0BD	0
0BE	0
Universe	0
Io	0
Isis	0
Palladion	0
Athena	0
Penthesilea	0
Artemisia	0
Hermes	0
Trismegistus	0
Lucia	0
Juno	0
Polydeuces	0
Caesar	0
Nemesis	0
Kala-Nemi	0
Castor	0
Cerberus	0
Hypnos	0
Moros	0
Medea	0
Psyche	0
0D4	0
0D5	0
0D6	0
0D7	0
0D8	0
0D9	0
0DA	0
0DB	0
0DC	0
0DD	0
0DE	0
0DF	0
0E0	0
0E1	0
0E2	0
0E3	0
0E4	0
0E5	0
0E6	0
0E7	0
0E8	0
0E9	0
0EA	0
0EB	0
0EC	0
0ED	0
0EE	0
0EF	0
0F0	0
0F1	0
0F2	0
0F3	0
0F4	0
0F5	0
0F6	0
0F7	0
0F8	0
0F9	0
0FA	0
0FB	0
0FC	0
0FD	0
0FE	0
0FF	0
