Medicine	Slightly restores an ally's HP.
Medical Powder	Moderately restores an ally's HP.
Bead	Fully restores an ally's HP.
Snuff Soul	Slightly restores an ally's SP.
Chewing Soul	Moderately restores an ally's SP.
Precious Egg	Fully restores an ally's SP.
Soma	Fully restores party's HP and SP.
Dis-Poison	Neutralizes Poison (1 ally).
Revival Bead	Revives an ally, restoring 50% of HP.
Balm of Life	Revives an ally, fully restoring HP.
Me Patra Gem	Dispels Panic, Fear, and Distress (party).
Muscle Drink	Battle: restores ally's HP (Med). Side effect.
Odd Morsel	Battle: restores ally's HP (Med). Side effect.
Rancid Gravy	Battle: restores ally's HP (Med). Side effect.
Powerful Drug	Drink at your own risk!
Umugi Water	Moderately restores party's HP.
Amrita Soda	Cures all ailments except Down and Dizzy.
Nihil Longsword	Used to fuse a Persona into a 2h sword.
Dis-Rage	Dispels Rage (1 ally).
Dis-Charm	Dispels Charm (1 ally).
Treasure Box Cash	ID_015 ID_015
Purifying Rice	Casts Hamaon on 1 enemy.
Curse Paper	Casts Mudoon on 1 enemy.
Fierce Sutra	Briefly raises entire party's strength.
Agility Sutra	Briefly raises entire party's agility.
Protection Sutra	Briefly raises entire party's defense.
Flame Magatama	Massive Fire damage to 1 enemy.
Gale Magatama	Massive Wind damage to 1 enemy.
Frigid Magatama	Massive Ice damage to 1 enemy.
Shock Magatama	Massive Elec damage to 1 enemy.
0x51F	ID_01F ID_01F
Patra Gem	Dispels Panic, Fear, and Distress (1 ally).
Traesto Gem	Enables escape from a dungeon.
Bead Chain	Fully restores party's HP.
Magic Mirror	Barrier that reflects magic 1x (party).
Attack Mirror	Barrier that reflects phys atk 1x (party).
Dekaja Gem	Nullifies stat bonuses (all foes).
Dekunda Gem	Nullifies stat penalties (party).
Homunculus	Protects self from a Hama/Mudo skill.
Plume of Dusk	Miraculously restores party upon your death.
Agilao Gem	Deals medium Fire damage to 1 foe.
Maragi Gem	Deals light Fire damage to all foes.
Bufula Gem	Deals medium Ice damage/Freezes 1 foe.
Mabufu Gem	Deals light Ice damage /Freezes all foes.
Garula Gem	Deals medium Wind damage to 1 foe.
Magaru Gem	Deals light Wind damage to all foes.
Zionga Gem	Deals medium Elec damage/Shocks 1 foe.
Mazio Gem	Deals light Elec dmg/ Shocks all foes.
Megido Gem	Deals medium Almighty damage to all foes.
Trafuri Gem	Guaranteed escape from most battles.
0x533	???
Page of Swords	Persona: Luck +1, Strength +1.
Knight of Swords	Persona: Luck +1, Strength +2.
Queen of Swords	Persona: Luck +2, Strength +3.
King of Swords	Persona: Luck +2, Strength +4.
Page of Cups	Persona: Luck +1, Endurance +1.
Knight of Cups	Persona: Luck +1, Endurance +2.
Queen of Cups	Persona: Luck +2, Endurance +3.
King of Cups	Persona: Luck +2, Endurance +4.
Page of Wands	Persona: Luck +1, Magic +1.
Knight of Wands	Persona: Luck +1, Magic +2.
Queen of Wands	Persona: Luck +2, Magic +3.
King of Wands	Persona: Luck +2, Magic +4.
Page of Coins	Persona: Luck +1, Agility +1.
Knight of Coins	Persona: Luck +1, Agility +2.
Queen of Coins	Persona: Luck +2, Agility +3.
King of Coins	Persona: Luck +2, Agility +4.
0x544	???
Nihil Sword	Used to fuse a Persona into a sword.
Nihil Gloves	Used to fuse a Persona into a fist weapon.
Nihil Spear	Used to fuse a Persona into a spear.
Nihil Bow	Used to fuse a Persona into a bow.
Nihil Axe	Used to fuse a Persona into an axe.
Nihil Knife	Used to fuse a Persona into a knife.
Nihil Gun	Used to fuse a Persona into a gun.
Void Naginata	Used to fuse a Persona into a naginata.
Void Sword	Used to fuse a Persona into a 1h sword.
0x54E	ID_04E ID_04E
0x54F	ID_04F ID_04F
Rose Bouquet	Beautiful rose bundle. Might please someone.
Red Pine Bonsai	Graceful potted tree. Might please someone.
Mini Cactus	Little care required. Might please someone.
Glass Vase	Elegant vase. Might please someone.
Perfume	Expensive perfume. Might please someone.
Brand Wallet	Designer wallet. Might please someone.
Brand Watch	Designer watch. Might please someone.
Brand Purse	Designer handbag. Might please someone.
Teddy Bear	Cute stuffed animal. Might please someone.
Japanese Doll	Her hair really grows! Might please someone.
Kaleidoscope	See a colorful world! Might please someone.
Goggle-eyed Idol	Almost looks real! Might please someone.
Jack Frost Doll	Adorable character. Might please someone.
Book Cover	Fancy leather sheath. Might please someone.
Lucky Charm	Came with your fortune. Might please someone.
Ganesha Bank	Piggy bank of a deity. Might please someone.
Amethyst	A shiny, purple gemstone.
Aquamarine	A transparent, turquoise gemstone.
Emerald	A sparkling, green gemstone.
Onyx	Black gemstone. It's Greek for "claw."
Opal	White gemstone that reflects many colors.
Garnet	Deep violet gemstone.
Sapphire	Deep blue gemstone.
Diamond	
Turquoise	A bluish-green, opaque gemstone.
Topaz	Pale brown gemstone.
Pearl	Shiny, white gemstone.
Ruby	Deep red gemstone.
Weird Takoyaki	Something other than octopus is inside.
Wild Burger	Made of mystery meat.
Instant Ramen	Expensive, but tastes just like Hagakure's.
Side Dish	Homestyle dish at an affordable price.
Dr. Salt	Salty soda. Popular, but an acquired taste.
Mad Bull	The most caffeinated drink available.
SoBay	Popular tea often auctioned online.
Moonkist	Soda whose slogan is "Kist my full moon!"
Cielo Mist	Beverage imported from Jamaica.
Nastea	Tea that tastes great, despite its name.
BauerBar	Keeps you going for 24 hours straight.
Cylon Tea	Comes in 12 different varieties.
1UP	Soft drink coveted by old-school gamers.
Starvicks	Famous coffee, mixed with cough syrup.
Aguafeena	Extensively purified tap water.
Durian Soda	Soda that simply reeks.
Fountain Dew	A disturbingly yellow soft drink.
Jumbo Juice	Blended fruit juice. It's huge!
V6	Vegetable juice that will rev your engine.
Special Drink	Sports drink with tons of supplements added.
Beetle Shell	Hard shell obtained from a Grave Beetle.
Old Lantern	Lantern obtained from a Phantom Mage.
Yakisoba Bread	The sauce smells delicious.
Apple Strudel	German pastry with apple inside.
Cutlet Sandwich	A filling sandwich. Perfect for lunch!
Melon Bread	Bread with a faint melon fragrance.
Crab Bread	It's only shaped like a crab.
Fried Bread	Deep-fried bread.
Coffee Jelly	Delicious coffee-flavored jelly.
Chocolate Cake	Rich and moist.
Fuuka's Cookie	Supposedly, it's edible.
Champagne	Authentic non-alcoholic champagne.
Medicated Patch	Yuko's homemade remedy.
Cute Keychain	A cute keychain that Chihiro made.
0x58E	???
0x58F	???
Wealth Coin	Dusty old coin. It might be valuable.
Treasure Coin	Dusty old coin. It might be valuable.
Supreme Coin	Dusty old coin. It might be valuable.
Opulent Coin	Dusty old coin. It might be valuable.
Luxury Coin	Dusty old coin. It might be valuable.
Glorious Coin	Dusty old coin. It might be valuable.
Megidolaon Gem	Deals high Almighty damage to all foes.
Oden Juice	Juice filled with tiny chunks of fish cakes.
