16499	16500	16501	16502	16503	16504	16505	16506	16507	16508	16509	16510	16512	16511	16513	16514	16524	16525
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	10	0	0	50	50	0	0	0	0	0	10	0	0	50	50	0
0	10	10	50	0	10	10	50	10	10	10	0	0	10	10	0	0	10
0	10	0	0	10	10	10	10	10	50	10	50	0	0	10	10	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	10	50	50	50	50	10	0	0	0	10	0	0	0	0	0
0	10	50	0	0	0	0	0	0	0	0	0	10	0	0	50	50	10
10	0	10	10	10	10	50	50	10	10	10	0	10	10	50	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	0	50	0	0	0	0	0	0	50	0	10	10	50	50	50	50
0	0	10	0	0	50	50	50	10	0	10	0	10	10	0	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	0	10	0	0	0	0	10	50	10	50	10	50	0	50	50	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
